Id,PID,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice,Street_isPaved,Lotshape_isRegular,isSlopeNormal,is_remodeled,is_roofGable,hasgood_Exterior,is_fullfurnished,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_paveddriveway,has_pool,has_Porch,isNeigh_collgcr_oldtown,is_densityHigh,log_SalePrice,Foundation_PConc,Sale Type_New Home,proximity_to_veryClose,House_style_1_story,House_style_Splitlevel,house_age_Contemporary,house_age_Medieval,house_age_Stone-age
1057,528110110,105,13693,8,5,5,4,2418,5,4,1,3,417500,1,1,1,1,0,1,0,1,3,1,0,1,0,1,0,1,12.942039823273047,1,0,0,1,0,1,0,0
470,528228295,51,3635,7,5,4,1,1386,5,1,1,3,175900,1,1,1,1,0,1,0,1,2,1,0,1,0,1,0,0,12.077670930725649,1,0,0,1,0,1,0,0
819,906340100,84,10933,9,5,5,4,1555,5,1,1,3,323262,1,1,1,1,0,1,0,1,2,1,0,1,0,1,1,1,12.686218418914901,1,1,0,1,0,1,0,0
2160,907405130,65,8450,7,5,4,2,1337,5,3,0,2,185000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.128111104060462,1,0,0,1,0,1,0,0
2552,534430050,60,8550,6,8,3,1,816,5,2,1,1,129800,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.773750083252127,0,0,0,1,0,0,0,1
41,528120100,95,12182,7,5,4,2,1541,5,3,1,2,220000,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.301382825334498,1,1,0,1,0,1,0,0
742,903231030,51,6120,4,7,3,1,884,5,3,0,1,133000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,11.79810440720389,0,0,0,0,0,0,0,1
686,535454100,60,10800,4,7,3,1,832,3,4,0,1,133500,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.801856756822442,0,0,1,0,0,0,0,1
314,914478110,68,12760,6,5,3,1,1958,3,5,0,2,170000,1,0,1,0,1,1,0,1,3,0,1,1,0,0,0,0,12.043553716032399,0,0,0,1,0,0,0,0
1630,527165170,68,7655,6,5,4,1,903,4,3,1,2,168000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.031719258385396,1,0,0,0,0,0,1,0
191,902403070,60,10560,6,7,2,1,738,5,2,0,2,140750,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,11.854740546001937,0,0,0,0,0,0,0,1
1626,527162140,60,7500,6,5,4,1,938,5,5,1,2,204000,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,1,12.225875272826354,1,0,0,0,0,0,1,0
59,528292020,68,9505,7,5,4,1,884,5,3,1,2,222500,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.312682380588432,1,0,0,0,0,1,0,0
2632,535478010,69,10205,5,5,3,3,925,3,3,0,1,134500,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.809319478024031,0,0,0,0,1,0,0,0
1835,533205110,45,4379,8,5,4,3,1378,5,2,1,2,214000,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.273731294003989,1,0,0,1,0,1,0,0
2675,903229040,65,7800,5,7,4,2,793,3,3,1,2,119900,1,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1,11.694413341015606,0,0,1,0,0,0,0,1
1503,908201120,92,12108,4,4,3,1,1440,3,4,0,0,118000,1,1,1,0,1,1,0,0,2,0,1,1,0,0,1,1,11.678439903447801,0,0,0,1,0,0,0,0
1963,535452060,70,7000,5,7,3,1,1010,5,2,0,1,135000,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,11.813030057420567,0,0,0,1,0,0,0,0
1352,903400180,64,13053,6,7,3,1,833,4,4,1,2,207000,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,12.240474072247506,0,0,0,0,0,0,0,1
1519,909175100,60,8400,6,5,3,1,1181,2,4,1,2,136500,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.824079893607152,1,0,0,0,0,0,0,1
1305,902205140,50,6000,4,7,3,1,901,5,2,0,1,107900,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,11.588960151246226,0,0,0,1,0,0,0,0
2014,903231090,68,6240,6,5,3,1,861,4,3,1,2,126000,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,11.744037185933616,0,0,0,0,0,0,0,1
1052,528102110,96,12474,10,5,5,3,1682,5,3,1,3,426000,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,1,12.962194625251508,1,1,0,0,0,1,0,0
622,534478230,80,9600,5,7,3,1,1113,4,3,1,1,147000,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,11.898187865760873,0,0,0,1,0,0,0,0
913,909251050,64,8574,6,8,3,1,816,5,3,1,2,147500,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,11.901583454762012,0,0,0,1,0,0,0,1
1058,528114040,104,14418,9,5,5,4,1950,5,2,1,3,383000,1,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1,12.855790268162783,1,0,0,1,0,1,0,0
2348,527354040,80,10400,7,5,4,3,1845,4,3,1,2,241500,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.394624752074764,0,0,0,1,0,0,1,0
1527,909252220,63,15564,6,6,4,1,676,5,3,0,2,147500,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,11.901583454762012,0,0,0,0,0,0,0,1
1011,527208010,101,13543,8,5,5,4,1168,5,5,1,3,355000,1,0,1,1,1,1,0,1,3,1,0,1,0,1,0,0,12.779873068457553,1,0,0,0,0,1,0,0
1332,903225050,50,6130,5,6,3,1,784,4,2,0,0,109500,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.603679828238693,0,0,0,0,0,0,0,1
709,902205010,50,5925,2,4,0,0,0,2,1,0,1,45000,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,10.714417768752456,0,0,0,1,0,0,0,1
619,534476150,80,9600,6,5,3,1,1416,3,3,2,2,167000,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,12.025749091398891,0,0,0,1,0,0,0,0
2150,907262020,65,8158,7,5,4,1,860,5,3,0,2,200000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,12.206072645530174,1,0,0,0,0,1,0,0
2704,904302020,50,5220,5,3,3,1,830,4,2,0,1,80000,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,11.289781913656018,0,0,0,1,0,0,0,1
2839,908275220,60,8172,5,7,3,1,864,3,2,0,2,115000,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1,1,11.652687407345388,0,0,0,1,0,0,0,0
1242,535178060,72,9000,6,5,4,1,1196,4,2,1,1,139000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.842229212112828,0,0,0,1,0,0,0,0
2714,905107070,74,7844,6,7,3,1,672,3,3,1,2,149500,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,11.915051671812877,0,0,0,0,0,0,0,0
799,905480210,60,9084,4,5,3,2,755,3,4,1,1,108000,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,1,11.589886506106357,0,0,1,0,0,0,0,1
1260,535383100,60,10800,4,7,0,0,0,3,3,0,0,106250,1,1,1,1,1,1,1,0,2,0,1,0,0,1,1,1,11.573550086786664,0,0,0,0,0,0,0,1
2107,906380160,74,8556,7,5,4,3,1240,5,2,0,3,194000,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.175613438045465,1,0,0,1,0,1,0,0
2486,532351060,70,9100,5,4,3,1,988,5,3,0,2,129500,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.771436160121729,0,0,1,1,0,0,0,0
1911,535101150,63,8668,5,5,3,1,1560,3,4,0,3,126000,1,1,1,0,1,1,0,1,2,0,1,1,0,0,0,1,11.744037185933616,0,0,0,1,0,0,0,0
896,908225290,70,11767,5,5,2,2,1078,3,3,0,1,120000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1,11.695247021764184,0,0,0,1,0,0,0,0
272,907410080,70,8400,7,5,4,3,1473,5,3,0,2,213000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.269047444691562,1,0,0,1,0,1,0,0
2521,533253090,40,3874,8,5,4,4,1226,3,1,1,2,190000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,12.154779351142624,0,0,0,1,0,0,1,0
2324,527158020,68,8076,6,6,4,1,1160,4,3,1,2,183500,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.119969946476761,1,0,0,1,0,0,1,0
1953,535402140,93,10090,7,5,3,3,725,3,4,2,1,172000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.05524975579559,0,0,0,0,1,0,0,0
887,908102290,67,8877,4,6,3,2,816,5,2,1,1,100000,1,1,0,0,1,1,0,1,2,0,0,1,0,0,1,1,11.512925464970229,0,0,0,1,0,0,0,1
1479,907418010,85,11058,7,6,4,1,1564,5,3,0,3,218836,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.2960778698166,1,0,0,1,0,1,0,0
1317,902326060,60,10800,6,7,2,1,482,5,3,1,2,163000,1,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,12.0015054797889,0,0,0,0,0,0,0,1
1750,528235170,59,10936,7,5,4,3,1510,5,3,1,2,206580,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.238443025560624,1,1,0,1,0,1,0,0
2815,907420070,65,8461,6,5,4,1,728,5,3,1,2,163990,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,12.007560729337492,1,1,0,0,0,1,0,0
2692,903452090,60,7518,5,8,2,1,396,4,3,0,1,116500,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,11.665646551987892,0,0,0,0,0,0,0,1
1090,528240050,68,8010,7,5,4,1,840,5,3,1,2,188000,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.144197241812087,1,0,0,0,0,1,0,0
1912,535102010,68,10050,5,6,3,3,793,5,3,1,2,175000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.072541252905651,0,0,0,0,1,0,0,0
1634,527184020,38,4740,8,5,4,4,1166,4,2,0,2,182000,1,0,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.111761966058932,0,0,0,1,0,0,1,0
1974,902100010,60,6978,5,7,3,1,850,3,2,0,2,103000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,11.542484267211773,0,0,1,1,0,0,0,1
1764,528327060,68,11400,10,5,5,4,2633,5,2,2,3,466500,1,1,1,1,0,1,0,1,3,1,0,1,0,1,0,0,13.053013299269535,1,0,0,1,0,1,0,0
634,535154130,66,9240,6,8,3,1,988,3,3,0,1,149500,1,0,1,0,0,1,0,1,3,0,0,1,0,0,0,1,11.915051671812877,0,0,0,1,0,0,0,0
1683,527455030,24,2304,7,7,4,1,1061,3,2,0,1,142500,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.867097278690842,0,0,0,1,0,0,0,0
2199,909251030,54,7223,5,5,3,2,1290,3,3,0,1,136500,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,11.824079893607152,1,0,0,1,0,0,0,1
2789,907230240,68,3612,6,5,4,1,630,5,3,0,2,137000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,11.827736204810263,1,0,0,0,0,0,1,0
1018,527301245,63,12680,7,6,4,2,1675,5,2,1,2,226500,1,0,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.330500223905226,0,0,0,1,0,0,1,0
14,527180040,85,10176,7,5,4,4,1300,4,2,1,2,171500,1,1,1,0,1,1,0,1,2,1,0,1,0,0,0,1,12.052338545588132,1,0,0,1,0,0,1,0
2782,907200170,55,10780,5,5,3,3,911,4,3,0,2,132500,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,11.794337924408413,0,0,0,0,1,0,0,0
2626,535454050,68,8544,3,4,0,0,0,2,2,0,2,87500,1,1,1,0,1,1,1,0,2,0,1,1,0,0,0,1,11.379394072345706,0,0,0,1,0,0,0,1
1175,533234020,79,10646,7,5,3,1,858,5,3,1,2,223000,1,0,1,1,1,1,0,1,3,1,0,1,0,0,0,1,12.314927050442256,1,0,0,0,0,1,0,0
1232,535105060,80,8400,6,9,3,1,1319,3,3,1,2,174000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.066810578196666,0,0,0,1,0,0,0,0
2590,535325450,85,15428,5,6,3,1,884,5,2,0,1,142000,1,1,1,0,0,1,0,1,2,0,0,1,0,1,0,1,11.863582336583399,0,0,0,1,0,0,0,0
2463,528477030,81,11216,8,5,4,1,1489,5,3,1,2,232600,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.3570755190667,1,1,0,1,0,1,0,0
2358,527377030,78,10140,6,6,3,1,1040,2,3,1,2,181000,1,1,1,0,0,1,0,1,2,1,0,1,1,0,0,0,12.106252310247962,0,0,0,1,0,0,0,0
2911,923225260,42,3964,6,4,4,1,942,4,5,1,2,151400,1,1,1,0,1,1,0,1,3,1,0,1,0,1,0,0,11.927680619985486,0,0,0,0,0,0,0,0
1699,528112150,98,11428,8,5,4,1,1626,5,3,1,3,250000,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.429216196844383,1,0,0,1,0,1,0,0
115,534152100,80,10421,7,5,4,1,980,3,3,1,2,196500,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.188417710291453,0,0,0,0,0,0,1,0
1998,902330090,75,13500,7,8,3,1,819,3,3,1,2,185000,1,1,1,0,1,1,0,1,2,0,0,0,0,1,1,1,12.128111104060462,1,0,0,0,0,0,0,1
589,534129380,75,9000,6,5,3,3,1216,3,3,0,1,113000,1,1,1,0,1,1,0,1,2,0,0,1,0,0,0,0,11.635143097694478,0,0,1,1,0,0,0,0
1641,527252070,60,8089,8,6,4,3,1419,5,2,1,2,392000,1,1,1,1,1,1,0,1,3,0,0,1,0,0,0,0,12.8790171187726,1,1,0,1,0,1,0,0
2821,908103320,35,9400,6,5,4,4,945,3,4,0,0,127500,1,0,1,0,0,1,0,1,2,2,0,1,0,0,1,1,11.755871643580617,0,0,0,0,1,0,0,0
1846,533221060,24,2117,6,5,4,1,756,5,3,0,2,177000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.083905011555967,1,0,0,0,0,1,0,0
1805,528482030,85,10625,6,5,4,3,1158,5,4,1,3,265000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.487485104968359,1,0,0,0,0,1,0,0
1853,533244040,106,8413,8,5,5,2,1220,5,3,2,2,312500,1,0,1,0,1,1,0,1,3,1,0,1,0,1,0,1,12.652359748158593,1,0,0,0,0,0,1,0
1321,902401120,75,13500,10,9,3,1,1237,4,3,1,2,325000,1,1,1,1,1,1,0,1,3,1,0,1,0,1,1,1,12.691580461311874,0,0,1,0,0,0,0,1
564,532478020,68,15676,8,8,4,4,2014,4,2,2,3,275000,1,0,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.524526376648708,0,0,0,1,0,0,1,0
1771,528358040,82,9950,7,5,4,1,1203,5,4,1,3,290000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.577636201962656,1,0,0,0,0,0,1,0
90,532479070,39,15410,6,6,3,4,1208,5,3,2,2,169000,1,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1,12.037653993905211,0,0,0,1,0,0,0,0
2684,903235020,50,6000,5,7,3,1,616,4,2,0,1,89000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,11.396391648714276,0,0,0,1,0,0,0,1
13,527166040,63,8402,6,5,4,1,789,4,3,1,2,180400,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.10293188661066,1,0,0,0,0,0,1,0
445,528142130,85,10655,8,5,4,1,3206,5,3,1,3,284000,1,0,1,1,1,1,0,1,3,0,0,1,0,0,0,1,12.556729517143344,1,0,0,1,0,1,0,0
1914,535106140,70,10150,5,5,3,1,912,5,2,0,1,114500,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.648330101976432,0,0,1,1,0,0,0,0
2811,907410110,84,10084,7,5,4,3,1552,5,3,0,3,212900,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.26857785088157,1,1,0,1,0,1,0,0
850,907194110,67,16285,7,5,4,1,1413,5,3,0,2,187100,1,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.139398512262181,1,0,0,1,0,1,0,0
1844,533213140,34,3230,6,5,4,1,729,4,2,1,2,176000,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.078239274020289,1,0,0,0,0,0,1,0
2225,909428340,68,21579,6,6,4,1,1488,5,3,2,2,215000,1,0,1,0,0,1,0,1,2,1,0,1,0,1,0,0,12.2783933071098,1,0,0,1,0,0,0,0
1477,907412080,64,8320,7,5,4,1,770,5,3,0,2,185900,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,12.132964173709535,1,0,0,0,0,1,0,0
399,527405160,60,6960,4,6,3,1,864,3,3,0,2,120500,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.699405031912846,0,0,0,1,0,0,0,0
1605,923277030,60,6600,5,9,3,1,816,5,3,1,1,130500,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,11.779128505744886,0,0,0,1,0,0,1,0
897,908225370,50,8405,4,3,0,0,0,3,4,0,1,98000,1,1,1,0,1,1,1,0,2,0,0,0,0,1,1,1,11.49272275765271,0,0,0,0,0,0,0,1
1426,906412010,91,11778,9,5,4,4,2271,5,3,2,3,475000,1,1,1,1,0,1,0,1,3,0,0,1,0,1,1,1,13.071070083016778,1,0,0,1,0,1,0,0
2240,910204090,60,8967,5,2,2,1,961,4,2,0,1,67000,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,11.112447898373103,0,0,0,1,0,0,0,1
1706,528144050,86,10562,8,5,5,1,1582,5,3,1,3,325624,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.693498620467778,1,1,0,0,0,1,0,0
2252,914460110,44,12864,7,5,4,1,1409,5,1,1,2,245000,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,0,12.409013489526863,1,0,0,1,0,1,0,0
1136,531375110,66,13695,5,5,3,1,1114,5,3,0,2,159000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,0,11.976659481202368,1,0,1,1,0,1,0,0
1877,534204120,79,10289,5,7,3,1,1073,3,3,0,2,156000,1,1,1,0,0,1,0,1,2,1,0,1,0,0,0,1,11.957611286231675,0,0,0,1,0,0,0,0
424,528106020,105,15431,10,5,5,4,3094,5,2,2,3,555000,1,1,1,1,0,1,0,1,3,0,0,1,0,1,0,1,13.226723392728571,1,0,0,1,0,1,0,0
1182,533251120,68,11120,6,6,4,1,1232,3,3,0,2,162500,1,0,1,0,1,1,0,1,2,0,0,1,0,0,0,0,11.998433280751929,1,0,0,1,0,0,1,0
2750,906225180,73,9069,6,8,4,3,1344,4,2,0,4,224500,1,1,1,0,1,1,0,1,4,0,1,1,0,0,0,0,12.321630986164447,1,0,0,0,1,0,1,0
2436,528250060,63,7875,7,5,4,1,783,5,3,1,2,180000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.100712129872347,1,0,0,0,0,1,0,0
1607,923277080,60,6600,5,6,3,1,845,4,3,0,1,134500,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,11.809319478024031,0,0,0,1,0,0,1,0
2337,527216050,66,13682,10,5,5,4,1410,5,3,1,3,438780,1,0,1,1,0,1,0,1,3,1,0,1,0,1,0,0,12.991753427493052,1,1,0,0,0,1,0,0
1233,535105090,101,9150,6,5,4,4,1099,4,3,1,1,165000,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,12.013700752882718,0,0,0,0,1,0,0,0
419,527455240,65,7150,5,5,3,1,892,3,3,0,1,100000,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.512925464970229,0,0,0,1,0,0,0,0
633,535154060,68,12285,7,6,3,1,1329,4,3,2,2,176000,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,12.078239274020289,0,0,0,1,0,0,0,0
2722,905200340,102,17920,5,4,3,2,1763,3,3,1,2,170000,1,1,1,0,0,1,0,1,2,1,0,1,0,1,0,1,12.043553716032399,0,0,0,1,0,0,0,0
469,528228290,53,3684,7,5,4,1,1373,5,2,1,3,174000,1,1,1,1,0,1,0,1,2,0,0,1,0,1,0,0,12.066810578196666,1,0,0,1,0,1,0,0
1365,903456130,62,7006,6,6,3,1,768,3,3,1,1,127000,1,1,1,0,1,1,0,1,3,0,0,1,0,0,0,0,11.751942365440728,1,0,0,0,0,0,0,1
1098,528294060,77,8390,7,5,4,1,831,5,3,1,2,185900,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.132964173709535,1,0,0,0,0,0,1,0
711,902206260,50,5784,5,8,2,1,190,4,2,0,1,91300,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,11.421906066583059,0,0,1,1,0,0,0,1
2808,907405030,70,9135,6,5,4,3,1682,5,3,0,2,200000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.206072645530174,1,0,0,1,0,1,0,0
1959,535450310,78,10496,6,6,3,2,1040,5,3,1,1,143000,1,1,1,0,1,1,0,1,2,0,0,1,0,0,0,1,11.870599909242044,0,0,1,0,0,0,0,1
2720,905200280,68,13650,5,5,3,1,1052,5,4,1,2,172500,1,1,1,0,1,1,0,1,3,0,0,1,0,0,0,1,12.058152515453552,0,0,0,0,0,0,0,0
2170,908103090,67,8308,4,6,3,1,1088,3,2,0,2,110000,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,11.608235644774552,0,0,0,1,0,0,0,0
603,534277090,68,9450,4,5,3,1,1040,3,3,1,3,140000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.84939770159144,0,0,0,1,0,0,0,0
2113,906394050,78,9317,6,5,4,1,1314,4,3,1,2,176432,1,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.08069081199846,1,0,0,1,0,1,0,0
1146,531450090,68,7153,6,5,4,1,1278,4,3,0,2,179200,1,1,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.096257779522967,0,0,0,1,0,0,1,0
2105,906380120,68,8814,7,5,4,1,1274,5,3,0,2,203000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.220961258023925,1,1,0,1,0,1,0,0
1786,528435060,83,9849,7,6,4,3,1689,5,3,0,3,248328,1,1,1,1,0,1,0,1,2,0,0,1,0,1,0,1,12.422505731952896,1,1,0,1,0,1,0,0
961,916382110,79,14463,9,5,5,4,1641,5,3,0,3,316500,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,0,12.665078520566368,1,0,0,1,0,1,0,0
1405,905403060,50,5190,7,5,3,1,570,3,2,1,1,125600,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,11.740857533016236,0,0,0,0,0,0,0,1
1324,902406020,65,9750,5,6,3,1,984,4,2,0,1,110000,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,1,11.608235644774552,0,0,0,1,0,0,0,0
1986,902205130,50,6000,4,4,3,1,960,4,2,0,1,108500,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,11.594505451962652,1,0,0,1,0,0,0,1
307,911204090,66,8712,5,5,3,3,540,3,2,0,2,55993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.932981961904135,0,0,0,1,0,0,0,0
180,902206220,69,11851,5,7,3,1,1027,5,3,1,1,129000,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,11.76756768334381,0,0,1,0,0,0,0,1
2896,916402125,54,13811,6,6,4,1,1112,4,2,1,2,176000,1,0,1,0,1,1,0,1,3,0,0,1,0,0,0,0,12.078239274020289,0,0,0,1,0,0,1,0
668,535402090,83,10143,6,7,3,1,1380,2,3,0,1,154000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11.944707881395766,0,0,0,1,0,0,0,0
1582,916402215,93,18265,6,5,4,3,1256,5,3,1,2,180000,1,1,1,0,1,1,0,1,2,0,0,1,0,0,0,0,12.100712129872347,0,0,0,1,0,0,1,0
2285,923225050,44,4224,5,5,4,1,1142,3,3,1,2,134000,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,11.805595078933049,1,0,0,1,0,0,0,0
2079,905426010,84,12615,6,7,3,3,1202,3,4,1,2,243000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.400816722322686,0,0,0,1,0,0,0,0
2272,916475020,85,14536,8,5,4,3,1616,5,3,1,3,270000,1,1,1,1,0,1,0,1,3,0,0,1,0,1,0,0,12.506177237980511,1,0,0,1,0,1,0,0
2250,914452190,71,9187,6,5,3,1,1084,3,3,0,2,134000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11.805595078933049,1,0,0,1,0,0,1,0
502,528365070,90,9900,7,5,4,4,1347,5,4,1,3,260000,1,1,0,0,1,1,0,1,3,1,0,1,0,1,0,0,12.468436909997665,1,0,0,0,0,0,1,0
2166,907420060,64,8333,7,5,4,1,738,4,3,1,2,168675,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,12.035729065495627,1,0,0,0,0,1,0,0
1622,527158090,68,10147,6,5,4,1,392,4,3,1,2,160000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,11.982929094215963,1,0,0,0,1,0,1,0
1299,902136110,44,5914,5,9,2,1,684,4,3,0,0,95000,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,11.461632170582678,0,0,0,0,0,0,0,1
832,906392130,79,11646,6,5,4,3,704,5,3,1,2,173000,1,0,1,1,1,1,0,1,2,1,0,1,0,1,1,1,12.061046873479915,1,0,0,0,0,1,0,0
2470,528488130,60,7200,7,5,4,1,1293,5,2,1,2,187750,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.142866569626381,1,1,0,1,0,1,0,0
1017,527301170,46,20544,7,6,4,1,791,4,3,1,2,215000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.2783933071098,0,0,0,0,0,0,1,0
1384,905107380,68,9981,5,5,3,2,1073,4,3,0,1,120000,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,11.695247021764184,0,0,0,1,0,0,0,0
1790,528439080,70,8251,7,5,4,3,1494,5,3,1,2,249000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.425208175446844,1,0,0,1,0,1,0,0
2530,534175100,78,10140,7,6,3,1,1334,4,3,0,2,164500,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0,0,12.010665849187564,0,0,1,1,0,0,0,0
2893,916252170,68,8239,7,5,0,0,0,4,2,0,1,230000,1,0,1,0,1,1,1,1,2,0,0,1,0,0,0,0,12.345834587905333,0,0,0,1,0,0,1,0
2027,903426010,68,5700,7,6,3,1,672,4,3,1,2,140000,1,0,1,0,1,1,0,0,2,1,0,1,0,1,1,1,11.84939770159144,0,0,1,0,0,0,0,1
683,535452140,60,7200,5,7,3,1,732,3,2,0,1,118900,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.686038082678873,0,0,0,1,0,0,0,0
823,906378110,71,9178,8,5,4,3,1468,5,3,1,3,239900,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.387977448827787,1,0,0,1,0,1,0,0
