Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,Garage Qual,Garage Cond,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_isPaved,Lotshape_isRegular,isLandLevel,isLotInside,isLotCorner,isLotCulDSac,isSlopeNormal,proximity_to,Density,House_style,Bldg_type,isgood_overall,house_age,is_remodeled,is_roofGable,has_masonryveneer,hasgood_Exterior,hasgood_Basement,hasBasement,is_fullfurnished,has_gasFurnace,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_goodkitchen,is_fullyfunctional,has_fireplace,has_detachedGarage,has_Garage,has_goodGarage,has_paveddriveway,has_pool,has_woodDeck,has_Porch,has_miscFeatures,has_goodFence,isNeigh_collgcr_oldtown,is_densityHigh,log_SalePrice
41,528120100,20,RL,95,12182,NridgHt,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,2,3,1,1541,5,3,1,2,3,3,5,2010,New Home,220000,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,12.301382825334498
742,903231030,50,RM,51,6120,BrkSide,4,7,Gable,AsbShng,AsbShng,3,3,BrkTil,3,3,1,1,1,884,5,3,0,1,3,3,7,2009,WarrantyDeed,133000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,11.79810440720389
686,535454100,50,RL,60,10800,NAmes,4,7,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,832,3,4,0,1,3,3,8,2009,WarrantyDeed,133500,1,1,1,1,0,0,1,veryClose,High,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,11.801856756822442
314,914478110,90,RL,68,12760,Mitchel,6,5,Gable,Plywood,Plywood,3,3,CBlock,3,3,1,1,1,1958,3,5,0,2,3,3,3,2010,Contract,170000,1,0,1,1,0,0,1,close,MedLow,1_story,Duplex,0,Colonial,0,1,0,1,0,0,0,1,1,3,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,12.043553716032399
1630,527165170,60,RL,68,7655,Gilbert,6,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,1,1,903,4,3,1,2,3,3,7,2007,WarrantyDeed,168000,1,0,1,0,0,1,1,close,MedHigh,2&2.5_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.031719258385396
191,902403070,70,RM,60,10560,OldTown,6,7,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,2,3,1,4,1,738,5,2,0,2,3,3,6,2010,WarrantyDeed,140750,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,11.854740546001937
1626,527162140,60,RL,60,7500,Gilbert,6,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,1,1,938,5,5,1,2,3,3,8,2007,WarrantyDeed,204000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Medieval,1,1,0,1,0,0,0,1,1,3,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.225875272826354
59,528292020,60,RL,68,9505,Gilbert,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,884,5,3,1,2,3,3,5,2010,WarrantyDeed,222500,1,0,1,0,0,1,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.312682380588432
2632,535478010,85,RL,69,10205,NAmes,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,3,3,1,925,3,3,0,1,3,3,5,2006,WarrantyDeed,134500,1,0,1,1,0,0,1,close,High,Splitlevel,Single,0,Colonial,0,1,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,11.809319478024031
1835,533205110,120,FV,45,4379,Somerst,8,5,Gable,MetalSd,MetalSd,4,3,PConc,4,3,3,5,1,1378,5,2,1,2,3,3,7,2007,WarrantyDeed,214000,1,0,1,0,0,0,1,close,MedHigh,1_story,TownHouse,1,Contemporary,1,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.273731294003989
2675,903229040,190,RM,65,7800,OldTown,5,7,Gable,MetalSd,MetalSd,3,3,CBlock,4,3,2,4,1,793,3,3,1,2,3,3,5,2006,WarrantyDeed,119900,1,1,1,1,0,0,1,veryClose,High,1.5_story,Single,0,Stone-age,0,1,0,1,1,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,11.694413341015606
1503,908201120,90,RL,92,12108,Edwards,4,4,Gable,VinylSd,VinylSd,3,3,CBlock,3,3,1,4,1,1440,3,4,0,0,0,0,9,2008,WarrantyDeed,118000,1,1,1,1,0,0,1,close,MedHigh,1_story,Duplex,0,Colonial,0,1,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,11.678439903447801
1963,535452060,20,RL,70,7000,NAmes,5,7,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,4,1,1010,5,2,0,1,3,3,4,2007,WarrantyDeed,135000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,11.813030057420567
1352,903400180,50,RL,64,13053,BrkSide,6,7,Gambrel,Wd Sdng,Wd Sdng,3,3,BrkTil,3,3,1,1,1,833,4,4,1,2,3,3,6,2008,WarrantyDeed,207000,1,1,0,1,0,0,1,close,MedLow,1.5_story,Single,1,Stone-age,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,12.240474072247506
1519,909175100,50,RL,60,8400,SWISU,6,5,Gable,MetalSd,MetalSd,3,3,PConc,3,3,1,4,1,1181,2,4,1,2,3,3,6,2008,WarrantyDeed,136500,1,1,0,1,0,0,1,close,Low,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,11.824079893607152
1305,902205140,20,RM,50,6000,OldTown,4,7,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,901,5,2,0,1,2,3,8,2008,WarrantyDeed,107900,1,1,1,0,1,0,1,close,High,1_story,Single,0,Colonial,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,11.588960151246226
2014,903231090,50,RM,68,6240,BrkSide,6,5,Gable,VinylSd,VinylSd,3,3,BrkTil,3,3,1,2,1,861,4,3,1,2,3,3,3,2007,WarrantyDeed,126000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,11.744037185933616
1052,528102110,60,RL,96,12474,NridgHt,10,5,Gable,VinylSd,VinylSd,5,3,PConc,5,3,3,5,1,1682,5,3,1,3,3,3,8,2008,New Home,426000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.962194625251508
622,534478230,20,RL,80,9600,NAmes,5,7,Gable,MetalSd,MetalSd,4,3,CBlock,3,3,1,4,1,1113,4,3,1,1,3,3,7,2009,WarrantyDeed,147000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,11.898187865760873
913,909251050,30,RL,64,8574,Crawfor,6,8,Gable,Stucco,Stucco,4,3,BrkTil,3,3,1,1,1,816,5,3,1,2,3,3,10,2009,WarrantyDeed,147500,1,1,1,1,0,0,1,close,MedLow,1_story,Single,1,Stone-age,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,11.901583454762012
1058,528114040,20,RL,104,14418,NridgHt,9,5,Hip,VinylSd,VinylSd,5,3,PConc,5,3,4,5,1,1950,5,2,1,3,3,3,5,2008,WarrantyDeed,383000,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.855790268162783
2348,527354040,20,RL,80,10400,NWAmes,7,5,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,4,3,3,5,1,1845,4,3,1,2,3,3,6,2006,WarrantyDeed,241500,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Medieval,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,12.394624752074764
1527,909252220,50,RL,63,15564,Crawfor,6,6,Gable,Wd Sdng,Wd Shng,3,3,BrkTil,4,3,1,1,1,676,5,3,0,2,3,3,1,2008,WarrantyDeed,147500,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,11.901583454762012
1011,527208010,60,RL,101,13543,StoneBr,8,5,Gable,VinylSd,VinylSd,4,3,PConc,5,3,4,5,1,1168,5,5,1,3,3,3,7,2008,WarrantyDeed,355000,1,0,0,0,1,0,1,close,Low,2&2.5_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,12.779873068457553
1332,903225050,45,RM,50,6130,BrkSide,5,6,Gable,MetalSd,MetalSd,3,3,BrkTil,3,3,1,4,1,784,4,2,0,0,0,0,5,2008,WarrantyDeed,109500,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,11.603679828238693
709,902205010,30,RM,50,5925,OldTown,2,4,Gable,MetalSd,MetalSd,3,4,BrkTil,0,0,0,0,0,0,2,1,0,1,3,2,10,2009,WarrantyDeed,45000,1,1,1,0,1,0,1,close,High,1_story,Single,0,Stone-age,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,10.714417768752456
619,534476150,20,RL,80,9600,NAmes,6,5,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,5,1,1416,3,3,2,2,3,3,10,2009,WarrantyDeed,167000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,12.025749091398891
2150,907262020,60,RL,65,8158,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,860,5,3,0,2,3,3,8,2007,WarrantyDeed,200000,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.206072645530174
2704,904302020,30,RL,50,5220,SWISU,5,3,Gable,Wd Sdng,Wd Shng,3,3,BrkTil,3,3,1,1,1,830,4,2,0,1,3,3,1,2006,WarrantyDeed,80000,1,0,1,1,0,0,1,close,Low,1_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,11.289781913656018
2839,908275220,20,RL,60,8172,Edwards,5,7,Hip,WdShing,Plywood,3,3,CBlock,3,3,1,4,1,864,3,2,0,2,3,3,4,2006,WarrantyDeed,115000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,11.652687407345388
1242,535178060,20,RL,72,9000,NAmes,6,5,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,4,3,1,2,1,1196,4,2,1,1,3,3,5,2008,WarrantyDeed,139000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,11.842229212112828
2714,905107070,60,RL,74,7844,Sawyer,6,7,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,1,672,3,3,1,2,3,3,3,2006,WarrantyDeed,149500,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,11.915051671812877
799,905480210,70,RL,60,9084,Edwards,4,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,2,1,1,755,3,4,1,1,2,1,10,2009,WarrantyDeed,108000,1,1,1,1,0,0,1,veryClose,MedHigh,2&2.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,11.589886506106357
1260,535383100,190,RL,60,10800,OldTown,4,7,Gable,MetalSd,MetalSd,3,3,BrkTil,0,0,0,0,0,0,3,3,0,0,0,0,8,2008,WarrantyDeed,106250,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Stone-age,1,1,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,11.573550086786664
2107,906380160,20,RL,74,8556,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,1240,5,2,0,3,3,3,5,2007,WarrantyDeed,194000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.175613438045465
2486,532351060,20,RL,70,9100,Sawyer,5,4,Hip,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,2,1,988,5,3,0,2,3,3,7,2006,WarrantyDeed,129500,1,1,1,1,0,0,1,veryClose,MedHigh,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,11.771436160121729
1911,535101150,90,RL,63,8668,NAmes,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,1560,3,4,0,3,3,3,5,2007,WarrantyDeed,126000,1,1,1,0,1,0,1,close,High,1_story,Duplex,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,11.744037185933616
896,908225290,20,RL,70,11767,Edwards,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,2,3,2,4,1,1078,3,3,0,1,3,3,6,2009,WarrantyDeed,120000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,11.695247021764184
272,907410080,20,RL,70,8400,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1473,5,3,0,2,3,3,5,2010,WarrantyDeed,213000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,12.269047444691562
2521,533253090,120,RL,40,3874,Greens,8,5,Gable,Wd Sdng,Wd Sdng,4,3,CBlock,4,3,4,5,1,1226,3,1,1,2,3,3,7,2006,WarrantyDeed,190000,1,0,1,1,0,0,1,close,veryLow,1_story,TownHouse,1,Medieval,0,1,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,12.154779351142624
2324,527158020,20,RL,68,8076,Gilbert,6,6,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,5,1,1160,4,3,1,2,3,3,7,2006,WarrantyDeed,183500,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Medieval,0,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,12.119969946476761
1953,535402140,80,RL,93,10090,NAmes,7,5,Gable,Plywood,Plywood,3,3,CBlock,3,3,3,4,4,725,3,4,2,1,3,3,10,2007,WarrantyDeed,172000,1,0,1,1,0,0,1,close,High,Splitlevel,Single,0,Colonial,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.05524975579559
887,908102290,20,RL,67,8877,Edwards,4,6,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,2,4,1,816,5,2,1,1,2,2,5,2009,WarrantyDeed,100000,1,1,1,1,0,0,0,close,MedHigh,1_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,11.512925464970229
1479,907418010,20,RL,85,11058,CollgCr,7,6,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1564,5,3,0,3,3,3,2,2008,WarrantyDeed,218836,1,1,1,0,1,0,1,close,High,1_story,Single,1,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,12.2960778698166
1317,902326060,190,RM,60,10800,OldTown,6,7,Gable,Wd Sdng,Wd Sdng,3,3,BrkTil,2,3,1,1,1,482,5,3,1,2,4,3,4,2008,WarrantyDeed,163000,1,1,1,1,0,0,1,close,High,1.5_story,Single,1,Stone-age,1,1,0,1,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,12.0015054797889
1750,528235170,20,RL,59,10936,Gilbert,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,1510,5,3,1,2,3,3,4,2007,New Home,206580,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.238443025560624
2815,907420070,60,RL,65,8461,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,728,5,3,1,2,3,3,7,2006,New Home,163990,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,12.007560729337492
2692,903452090,70,RM,60,7518,IDOTRR,5,8,Gable,AsbShng,Plywood,2,4,BrkTil,2,2,1,1,1,396,4,3,0,1,3,3,7,2006,WarrantyDeed,116500,1,1,1,0,0,0,1,close,MedLow,2&2.5_story,Single,1,Stone-age,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,11.665646551987892
1090,528240050,60,RL,68,8010,Gilbert,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,840,5,3,1,2,3,3,7,2008,WarrantyDeed,188000,1,0,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.144197241812087
1912,535102010,85,RL,68,10050,NAmes,5,6,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,3,5,1,793,5,3,1,2,3,3,6,2007,WarrantyDeed,175000,1,0,1,1,0,0,1,close,High,Splitlevel,Single,0,Colonial,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.072541252905651
1634,527184020,120,RL,38,4740,StoneBr,8,5,Gable,CemntBd,CmentBd,4,3,CBlock,4,3,4,5,1,1166,4,2,0,2,3,3,10,2007,WarrantyDeed,182000,1,0,1,1,0,0,1,close,Low,1_story,TownHouse,1,Medieval,0,1,0,1,1,0,0,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,12.111761966058932
1974,902100010,30,RM,60,6978,OldTown,5,7,Gable,MetalSd,MetalSd,4,4,BrkTil,3,3,1,1,1,850,3,2,0,2,3,3,4,2007,WarrantyDeed,103000,1,1,0,1,0,0,1,veryClose,High,1_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,11.542484267211773
1764,528327060,20,RL,68,11400,NoRidge,10,5,Hip,VinylSd,VinylSd,5,3,PConc,5,3,4,5,1,2633,5,2,2,3,3,3,3,2007,WarrantyDeed,466500,1,1,1,1,0,0,1,close,Low,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,13.053013299269535
634,535154130,20,RL,66,9240,NAmes,6,8,Hip,MetalSd,MetalSd,4,3,CBlock,3,3,1,4,1,988,3,3,0,1,3,3,6,2009,WarrantyDeed,149500,1,0,1,1,0,0,1,close,High,1_story,Single,1,Colonial,0,0,0,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,11.915051671812877
1683,527455030,120,RL,24,2304,NPkVill,7,7,Gable,Plywood,Brk Cmn,3,3,CBlock,4,3,1,5,1,1061,3,2,0,1,3,3,4,2007,WarrantyDeed,142500,1,1,1,1,0,0,1,close,veryLow,1_story,TownHouse,1,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,11.867097278690842
2199,909251030,30,RL,54,7223,Crawfor,5,5,Hip,Stucco,Plywood,3,3,PConc,3,3,2,3,1,1290,3,3,0,1,3,3,4,2007,WarrantyDeed,136500,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Stone-age,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,11.824079893607152
2789,907230240,160,RH,68,3612,Landmrk,6,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,5,1,630,5,3,0,2,3,3,6,2006,WarrantyDeed,137000,1,0,1,1,0,0,1,close,veryLow,2&2.5_story,TownHouse,0,Medieval,0,1,0,1,0,0,0,1,1,2,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,11.827736204810263
1018,527301245,20,RL,63,12680,NWAmes,7,6,Gable,Plywood,Wd Sdng,4,3,CBlock,4,4,2,5,1,1675,5,2,1,2,3,3,6,2008,WarrantyDeed,226500,1,0,1,1,0,0,1,close,MedLow,1_story,Single,1,Medieval,0,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,12.330500223905226
14,527180040,20,RL,85,10176,Gilbert,7,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,4,5,1,1300,4,2,1,2,3,3,2,2010,WarrantyDeed,171500,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Medieval,0,1,0,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,12.052338545588132
2782,907200170,80,RL,55,10780,CollgCr,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,3,4,1,911,4,3,0,2,3,3,7,2006,WarrantyDeed,132500,1,0,1,1,0,0,1,close,High,Splitlevel,Single,0,Colonial,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,11.794337924408413
2626,535454050,90,RL,68,8544,NAmes,3,4,Gable,Stucco,Stucco,3,3,Slab,0,0,0,0,0,0,2,2,0,2,3,3,5,2006,WarrantyDeed,87500,1,1,1,1,0,0,1,close,High,1_story,Duplex,0,Stone-age,0,1,1,1,0,1,1,0,0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,11.379394072345706
1175,533234020,60,FV,79,10646,Somerst,7,5,Gable,VinylSd,VinylSd,3,3,PConc,3,3,1,5,1,858,5,3,1,2,3,3,6,2008,WarrantyDeed,223000,1,0,1,0,1,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,12.314927050442256
1232,535105060,20,RL,80,8400,NAmes,6,9,Gable,Wd Sdng,Wd Sdng,4,4,CBlock,3,3,1,1,1,1319,3,3,1,2,3,3,7,2008,COD,174000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,1,1,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,12.066810578196666
2590,535325450,20,RL,85,15428,NAmes,5,6,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,884,5,2,0,1,3,3,6,2006,WarrantyDeed,142000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,11.863582336583399
2463,528477030,20,FV,81,11216,Somerst,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,4,1,1,1,1489,5,3,1,2,3,3,6,2006,New Home,232600,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,12.3570755190667
2358,527377030,20,RL,78,10140,NWAmes,6,6,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,2,1040,2,3,1,2,3,3,1,2006,WarrantyDeed,181000,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,12.106252310247962
2911,923225260,160,RM,42,3964,MeadowV,6,4,Gable,CemntBd,CmentBd,3,3,CBlock,4,3,1,4,1,942,4,5,1,2,3,3,6,2006,WarrantyDeed,151400,1,1,1,1,0,0,1,close,Low,2&2.5_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,3,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,11.927680619985486
1699,528112150,20,RL,98,11428,NridgHt,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,1626,5,3,1,3,3,3,5,2007,WarrantyDeed,250000,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,12.429216196844383
115,534152100,60,RL,80,10421,NWAmes,7,5,Gable,HdBoard,HdBoard,3,3,CBlock,4,3,1,5,1,980,3,3,1,2,3,3,3,2010,WarrantyDeed,196500,1,1,1,1,0,0,1,close,MedLow,2&2.5_story,Single,0,Medieval,0,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,12.188417710291453
1998,902330090,75,RM,75,13500,OldTown,7,8,Gable,Wd Sdng,Wd Sdng,3,4,PConc,3,3,1,1,1,819,3,3,1,2,3,3,2,2007,WarrantyDeed,185000,1,1,1,0,1,0,1,close,High,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,12.128111104060462
589,534129380,20,RL,75,9000,NWAmes,6,5,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,3,3,1,1216,3,3,0,1,3,3,8,2009,WarrantyDeed,113000,1,1,1,1,0,0,1,veryClose,MedLow,1_story,Single,0,Colonial,0,1,1,1,1,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,11.635143097694478
