Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,Garage Qual,Garage Cond,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_isPaved,Lotshape_isRegular,isLandLevel,isLotInside,isLotCorner,isLotCulDSac,isSlopeNormal,proximity_to,Density,House_style,Bldg_type,isgood_overall,house_age,is_remodeled,is_roofGable,has_masonryveneer,hasgood_Exterior,hasgood_Basement,hasBasement,is_fullfurnished,has_gasFurnace,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_goodkitchen,is_fullyfunctional,has_fireplace,has_detachedGarage,has_Garage,has_goodGarage,has_paveddriveway,has_pool,has_woodDeck,has_Porch,has_miscFeatures,has_goodFence,isNeigh_collgcr_oldtown,is_densityHigh
2240,910204090,30,RM,60,8967,IDOTRR,5,2,Gable,MetalSd,MetalSd,3,2,BrkTil,2,1,1,1,1,961,4,2,0,1,1,1,11,2007,WarrantyDeed,67000,1,1,1,0,1,0,1,close,MedLow,1_story,Single,0,Stone-age,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1706,528144050,60,RL,86,10562,NridgHt,8,5,Gable,VinylSd,VinylSd,4,3,PConc,5,3,1,5,1,1582,5,3,1,3,3,3,11,2007,New Home,325624,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
2252,914460110,20,RL,44,12864,Mitchel,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1409,5,1,1,2,3,3,7,2007,WarrantyDeed,245000,1,0,1,0,0,1,1,close,MedLow,1_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
1136,531375110,20,RL,66,13695,SawyerW,5,5,Gable,VinylSd,VinylSd,3,3,PConc,3,3,1,5,1,1114,5,3,0,2,3,3,6,2008,WarrantyDeed,159000,1,1,1,1,0,0,1,veryClose,MedLow,1_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0
1877,534204120,20,RL,79,10289,NAmes,5,7,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,1073,3,3,0,2,3,3,6,2007,WarrantyDeed,156000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
424,528106020,20,RL,105,15431,NridgHt,10,5,Hip,VinylSd,VinylSd,5,3,PConc,5,3,4,5,4,3094,5,2,2,3,3,3,4,2009,WarrantyDeed,555000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1182,533251120,20,RL,68,11120,Veenker,6,6,Gable,Plywood,Plywood,3,3,PConc,4,3,1,3,1,1232,3,3,0,2,3,3,6,2008,WarrantyDeed,162500,1,0,1,0,0,1,1,close,veryLow,1_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2750,906225180,90,RL,73,9069,SawyerW,6,8,Gable,HdBoard,HdBoard,4,4,PConc,4,3,3,2,5,1344,4,2,0,4,3,3,4,2006,WarrantyDeed,224500,1,1,1,1,0,0,1,close,MedLow,Splitlevel,Duplex,1,Medieval,0,1,0,1,1,0,0,1,1,4,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
1016,527276040,20,RL,68,47280,Gilbert,6,5,Hip,AsbShng,AsbShng,3,3,CBlock,3,3,1,1,1,1488,4,3,1,2,3,3,7,2008,WarrantyDeed,133000,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
2436,528250060,60,RL,63,7875,Gilbert,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,783,5,3,1,2,3,3,7,2006,WarrantyDeed,180000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1607,923277080,20,RL,60,6600,Mitchel,5,6,Gable,HdBoard,Plywood,3,3,CBlock,3,3,1,5,1,845,4,3,0,1,3,3,7,2008,WarrantyDeed,134500,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Medieval,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2337,527216050,60,RL,66,13682,StoneBr,10,5,Hip,VinylSd,VinylSd,5,3,PConc,5,3,4,1,1,1410,5,3,1,3,3,3,10,2006,New Home,438780,1,0,0,0,0,1,1,close,Low,2&2.5_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1233,535105090,80,RL,101,9150,NAmes,6,5,Gable,Plywood,Plywood,3,3,CBlock,4,3,4,5,1,1099,4,3,1,1,3,3,12,2008,WarrantyDeed,165000,1,0,1,0,1,0,1,close,High,Splitlevel,Single,0,Colonial,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
419,527455240,20,RL,65,7150,NAmes,5,5,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,1,892,3,3,0,1,3,3,7,2009,WarrantyDeed,100000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1
633,535154060,20,RL,68,12285,NAmes,7,6,Gable,Plywood,Plywood,3,3,CBlock,3,3,1,3,1,1329,4,3,2,2,3,3,8,2009,WarrantyDeed,176000,1,0,1,1,0,0,1,close,High,1_story,Single,1,Colonial,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
2722,905200340,20,RL,102,17920,Sawyer,5,4,Hip,Wd Sdng,Plywood,3,3,CBlock,3,3,2,4,4,1763,3,3,1,2,3,3,7,2006,WarrantyDeed,170000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
469,528228290,120,RL,53,3684,Blmngtn,7,5,Hip,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,1373,5,2,1,3,3,3,6,2009,WarrantyDeed,174000,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,0,Contemporary,1,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1365,903456130,50,RM,62,7006,IDOTRR,6,6,Gable,Stucco,Stucco,3,3,PConc,3,3,1,4,1,768,3,3,1,1,3,3,8,2008,WarrantyDeed,127000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1098,528294060,60,RL,77,8390,Gilbert,7,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,1,1,831,5,3,1,2,3,3,5,2008,WarrantyDeed,185900,1,0,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
711,902206260,30,RM,50,5784,OldTown,5,8,Gable,MetalSd,MetalSd,3,3,BrkTil,2,3,1,1,1,190,4,2,0,1,3,3,12,2009,WarrantyDeed,91300,1,1,1,1,0,0,1,veryClose,High,1_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1
2808,907405030,20,RL,70,9135,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1682,5,3,0,2,3,3,5,2006,WarrantyDeed,200000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1959,535450310,50,RL,78,10496,NAmes,6,6,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,2,4,1,1040,5,3,1,1,3,3,1,2007,WarrantyDeed,143000,1,1,1,1,0,0,1,veryClose,High,1.5_story,Single,0,Stone-age,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1
2720,905200280,50,RL,68,13650,Sawyer,5,5,Gable,MetalSd,MetalSd,4,4,CBlock,3,3,1,4,3,1052,5,4,1,2,3,3,7,2006,WarrantyDeed,172500,1,1,1,1,0,0,1,close,MedHigh,1.5_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
2170,908103090,20,RL,67,8308,Edwards,4,6,Gable,VinylSd,VinylSd,3,4,CBlock,3,3,1,3,2,1088,3,2,0,2,3,3,6,2007,COD,110000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
603,534277090,20,RL,68,9450,NAmes,4,5,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,3,1,1040,3,3,1,3,3,3,5,2009,WarrantyDeed,140000,1,0,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
2113,906394050,20,RL,78,9317,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1314,4,3,1,2,3,3,3,2007,WarrantyDeed,176432,1,0,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1
1146,531450090,20,RL,68,7153,SawyerW,6,5,Gable,HdBoard,HdBoard,3,3,CBlock,4,3,1,5,1,1278,4,3,0,2,3,3,6,2008,WarrantyDeed,179200,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Medieval,0,1,1,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0
2105,906380120,20,RL,68,8814,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1274,5,3,0,2,3,3,1,2007,New Home,203000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1786,528435060,20,RL,83,9849,Somerst,7,6,Hip,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,1689,5,3,0,3,3,3,6,2007,New Home,248328,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1
961,916382110,20,RL,79,14463,Timber,9,5,Gable,CemntBd,CmentBd,5,3,PConc,5,3,4,5,1,1641,5,3,0,3,3,3,1,2009,WarrantyDeed,316500,1,0,0,0,1,0,1,close,Low,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
1405,905403060,50,RL,50,5190,Edwards,7,5,Gable,BrkFace,Plywood,3,3,CBlock,3,3,1,1,1,570,3,2,1,1,3,3,1,2008,WarrantyDeed,125600,1,1,1,1,0,0,1,close,MedHigh,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
1324,902406020,20,RM,65,9750,OldTown,5,6,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,984,4,2,0,1,3,3,6,2008,WarrantyDeed,110000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
1986,902205130,30,RM,50,6000,OldTown,4,4,Hip,MetalSd,MetalSd,3,3,PConc,3,3,1,4,1,960,4,2,0,1,3,3,7,2007,WarrantyDeed,108500,1,1,1,1,0,0,1,close,High,1_story,Single,0,Stone-age,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1
307,911204090,20,C (all),66,8712,IDOTRR,5,5,Hip,Wd Sdng,Wd Sdng,2,3,CBlock,3,3,3,1,1,540,3,2,0,2,3,3,6,2010,WarrantyDeed,55993,0,1,0,1,0,0,0,close,MedLow,1_story,Single,0,Colonial,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
180,902206220,50,RM,69,11851,OldTown,5,7,Gable,VinylSd,VinylSd,3,4,BrkTil,3,3,1,3,1,1027,5,3,1,1,3,3,6,2010,WarrantyDeed,129000,1,1,1,1,0,0,1,veryClose,High,1.5_story,Single,0,Stone-age,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
2896,916402125,20,RL,54,13811,Timber,6,6,Gable,HdBoard,HdBoard,3,3,CBlock,4,4,1,5,2,1112,4,2,1,2,3,3,7,2006,WarrantyDeed,176000,1,0,1,1,0,0,1,close,Low,1_story,Single,0,Medieval,0,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
668,535402090,20,RL,83,10143,NAmes,6,7,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,1,1380,2,3,0,1,3,3,6,2009,WarrantyDeed,154000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1
1582,916402215,20,RL,93,18265,Timber,6,5,Gable,Plywood,HdBoard,4,4,CBlock,4,4,3,5,4,1256,5,3,1,2,3,3,3,2008,WarrantyDeed,180000,1,1,1,0,1,0,1,close,Low,1_story,Single,0,Medieval,0,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
2285,923225050,120,RM,44,4224,MeadowV,5,5,Gable,CemntBd,CmentBd,3,3,PConc,4,3,1,4,1,1142,3,3,1,2,3,3,8,2007,WarrantyDeed,134000,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0
2079,905426010,20,RL,84,12615,Edwards,6,7,Gable,WdShing,Wd Shng,3,3,CBlock,3,4,3,4,1,1202,3,4,1,2,3,3,6,2007,WarrantyDeed,243000,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,1,Colonial,1,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1
2272,916475020,20,RL,85,14536,Timber,8,5,Hip,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1616,5,3,1,3,3,3,11,2007,WarrantyDeed,270000,1,1,1,1,0,0,1,close,Low,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
2250,914452190,20,RL,71,9187,Mitchel,6,5,Gable,VinylSd,VinylSd,3,4,PConc,3,3,1,4,1,1084,3,3,0,2,3,3,6,2007,WarrantyDeed,134000,1,1,0,0,1,0,1,close,MedLow,1_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0
502,528365070,60,RL,90,9900,NoRidge,7,5,Gable,HdBoard,HdBoard,4,3,PConc,4,3,4,5,1,1347,5,4,1,3,3,3,4,2009,WarrantyDeed,260000,1,1,0,1,0,0,0,close,Low,2&2.5_story,Single,0,Medieval,0,1,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
2166,907420060,60,RL,64,8333,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,738,4,3,1,2,3,3,5,2007,WarrantyDeed,168675,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
1622,527158090,80,RL,68,10147,Gilbert,6,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,2,1,392,4,3,1,2,3,3,3,2007,WarrantyDeed,160000,1,0,1,0,0,1,1,close,MedHigh,Splitlevel,Single,0,Medieval,0,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
1299,902136110,50,RM,44,5914,OldTown,5,9,Gable,Wd Sdng,HdBoard,3,3,BrkTil,2,3,1,1,1,684,4,3,0,0,0,0,9,2008,WarrantyDeed,95000,1,1,1,1,0,0,1,close,High,1.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
832,906392130,60,RL,79,11646,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,704,5,3,1,2,3,3,7,2009,WarrantyDeed,173000,1,0,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
2470,528488130,20,FV,60,7200,Somerst,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,4,1,1,1,1293,5,2,1,2,3,3,8,2006,New Home,187750,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
1017,527301170,60,RL,46,20544,NWAmes,7,6,Gable,Plywood,Plywood,3,4,CBlock,4,3,1,1,1,791,4,3,1,2,3,3,11,2008,WarrantyDeed,215000,1,0,1,0,0,1,1,close,MedLow,2&2.5_story,Single,1,Medieval,0,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0
1384,905107380,20,RL,68,9981,Sawyer,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,2,3,1,1073,4,3,0,1,3,3,3,2008,WarrantyDeed,120000,1,0,1,0,1,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
1790,528439080,20,RL,70,8251,Somerst,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,4,3,5,1,1494,5,3,1,2,3,3,4,2007,WarrantyDeed,249000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
2530,534175100,20,RL,78,10140,NWAmes,7,6,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,2,1334,4,3,0,2,3,3,4,2006,WarrantyDeed,164500,1,1,1,1,0,0,1,veryClose,MedLow,1_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
2893,916252170,120,RM,68,8239,GrnHill,7,5,Gable,BrkFace,Wd Sdng,4,3,CBlock,0,0,0,0,0,0,4,2,0,1,3,3,11,2006,WarrantyDeed,230000,1,0,1,1,0,0,1,close,veryLow,1_story,TownHouse,0,Medieval,0,1,0,1,0,1,1,1,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2027,903426010,70,RM,68,5700,OldTown,7,6,Gable,Wd Sdng,Wd Shng,3,3,BrkTil,3,3,1,4,1,672,4,3,1,2,3,3,9,2007,WarrantyDeed,140000,1,0,1,0,1,0,1,veryClose,High,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,0,2,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1
683,535452140,20,RL,60,7200,NAmes,5,7,Gable,MetalSd,MetalSd,3,4,CBlock,3,4,1,4,3,732,3,2,0,1,3,3,9,2009,WarrantyDeed,118900,1,1,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
823,906378110,20,RL,71,9178,CollgCr,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,1468,5,3,1,3,3,3,6,2009,WarrantyDeed,239900,1,1,1,1,0,0,1,close,High,1_story,Single,1,Contemporary,1,1,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
2374,527452070,120,RL,53,4043,NPkVill,6,5,Gable,Plywood,Plywood,3,3,CBlock,4,3,1,4,3,1069,4,2,1,2,3,3,7,2006,WarrantyDeed,146300,1,1,1,1,0,0,1,close,veryLow,1_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0
1594,923225080,120,RM,68,4224,MeadowV,5,6,Gable,CemntBd,CmentBd,3,3,PConc,4,3,1,5,1,1040,4,3,0,2,3,3,6,2008,WarrantyDeed,124000,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
2049,905100060,190,RL,75,11235,Sawyer,5,5,Gable,HdBoard,HdBoard,3,3,CBlock,4,3,3,4,1,925,3,3,0,1,3,3,3,2007,WarrantyDeed,130000,1,1,1,1,0,0,1,close,MedHigh,Splitlevel,Single,0,Colonial,0,1,0,1,1,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1
1813,531385070,20,RL,65,8450,SawyerW,7,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,1,1,1349,5,3,0,2,3,3,12,2007,WarrantyDeed,179000,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
365,527180100,20,RL,99,11851,Gilbert,7,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,1,1,1424,5,3,0,2,3,3,5,2009,WarrantyDeed,180500,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
176,902125160,30,RM,47,4608,OldTown,4,6,Gable,MetalSd,MetalSd,3,4,CBlock,3,3,1,1,1,747,3,2,0,1,3,3,6,2010,WarrantyDeed,80000,1,1,1,0,1,0,1,veryClose,High,1_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
510,528435030,20,RL,78,9262,Somerst,8,5,Gable,CemntBd,CmentBd,4,3,PConc,4,3,1,1,1,1573,5,3,1,3,3,3,5,2009,New Home,287090,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1326,902427045,20,RM,70,12702,OldTown,5,5,Gable,BrkFace,BrkFace,3,3,PConc,0,0,0,0,0,0,4,2,0,1,3,3,12,2008,WarrantyDeed,97000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1
2423,528228360,120,RL,68,2938,Blmngtn,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1368,5,2,1,2,3,3,5,2006,WarrantyDeed,246990,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1631,527175130,20,RL,160,18160,Gilbert,6,6,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,3,3,1,1302,2,3,1,2,3,3,3,2007,WarrantyDeed,154204,0,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,1,1,1,0,0,1,1,2,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
1263,535425060,20,RL,76,11355,NAmes,7,7,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,1,1312,5,3,1,2,3,3,4,2008,WarrantyDeed,186000,1,0,1,0,1,0,1,close,High,1_story,Single,1,Colonial,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1
1046,527451550,160,RM,21,1680,BrDale,5,5,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,1,630,3,3,0,1,3,3,12,2008,WarrantyDeed,111750,1,1,1,1,0,0,1,close,Low,2&2.5_story,TownHouse,0,Colonial,0,1,1,1,0,0,0,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
47,528176010,20,RL,110,14300,NridgHt,9,5,Hip,VinylSd,VinylSd,5,3,PConc,5,3,4,5,1,2846,5,3,2,3,3,3,6,2010,WarrantyDeed,500000,1,1,0,1,0,0,0,close,MedHigh,1_story,Single,1,Contemporary,1,0,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
1424,906378190,60,RL,65,10616,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,628,5,3,1,2,3,3,3,2008,New Home,177439,1,0,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
429,528108070,60,RL,96,11308,NridgHt,9,5,Gable,VinylSd,VinylSd,5,3,PConc,5,3,3,5,1,1104,5,3,1,3,3,3,7,2009,WarrantyDeed,335000,1,0,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1031,527359070,60,RL,80,10480,NWAmes,7,6,Hip,Plywood,Plywood,3,3,CBlock,3,3,1,4,1,803,3,4,1,2,3,3,9,2008,WarrantyDeed,205000,1,1,1,1,0,0,1,close,MedLow,2&2.5_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0
1635,527184110,120,RL,35,5118,StoneBr,8,5,Gable,CemntBd,CmentBd,4,3,PConc,4,3,4,5,1,1312,4,1,1,2,3,3,8,2007,WarrantyDeed,212000,1,0,0,1,0,0,1,close,Low,1_story,TownHouse,1,Medieval,0,1,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
309,911370510,120,RM,44,3811,Crawfor,8,5,Hip,CemntBd,CmentBd,4,3,PConc,5,3,4,5,1,1594,5,2,1,2,3,3,5,2010,WarrantyDeed,246000,1,0,0,0,1,0,0,veryClose,MedLow,1_story,TownHouse,1,Contemporary,1,0,1,1,1,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
